service,median,service_long
IMP_BL,2,How_important_are_these_services_to_you?_-_Borrowing_laptops
IMP_BTE,2,How_important_are_these_services_to_you?_-_Borrowing_technology_equipment
IMP_CFCPS,3,How_important_are_these_services_to_you?_-_Technology_help_desk_schedule
IMP_CMS,4,How_important_are_these_services_to_you?_-_Canvas
IMP_CMSAS,4,How_important_are_these_services_to_you?_-_Canvas_assignment_submission
IMP_CMSGB,3,How_important_are_these_services_to_you?_-_Canvas_grade_book
IMP_CMSOQ,3,How_important_are_these_services_to_you?_-_Canvas_online_quizzes
IMP_CMSS,3,How_important_are_these_services_to_you?_-_Canvas_support
IMP_CS,4,How_important_are_these_services_to_you?_-_Online_collaborative_software
IMP_FPC,3,How_important_are_these_services_to_you?_-_Technology_help_desk
IMP_GAIT,3,How_important_are_these_services_to_you?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)_for_academic_or_work_purposes
IMP_GSSL,4,How_important_are_these_services_to_you?_-_Group_study_spaces_in_the_library
IMP_ILL,3,How_important_are_these_services_to_you?_-_Interlibrary_loan
IMP_LC,3,How_important_are_these_services_to_you?_-_Physical_library_collections
IMP_LDB,3,How_important_are_these_services_to_you?_-_Library_databases_(e.g._JSTOR)
IMP_LDL,3,How_important_are_these_services_to_you?_-_LibrarySearch_(go_primoca)
IMP_LEC,3,How_important_are_these_services_to_you?_-_Library_e-book_collections
IMP_LIAC,3,How_important_are_these_services_to_you?_-_Library_research_instruction_for_academic_courses
IMP_LRS,3,How_important_are_these_services_to_you?_-_Library_reference_research_services
IMP_LSG,3,How_important_are_these_services_to_you?_-_Library_subject_guides
IMP_LSSR,3,How_important_are_these_services_to_you?_-_Library_support_for_your_scholarly_research
IMP_LWS,3,How_important_are_these_services_to_you?_-_Library_Web_site_(e.g._library_hours__policies)
IMP_OCS,3,How_important_are_these_services_to_you?_-_Overall_computing_service
IMP_OLS,4,How_important_are_these_services_to_you?_-_Overall_library_service
IMP_PCIL,4,How_important_are_these_services_to_you?_-_Physical_comfort_in_the_library_(e.g._seating__lighting)
IMP_PCL,3,How_important_are_these_services_to_you?_-_Public_computers_in_the_library
IMP_PWAC,4,How_important_are_these_services_to_you?_-_Performance_of_wireless_access_on_campus
IMP_QWSL,4,How_important_are_these_services_to_you?_-_Quiet_work_space_in_the_library
IMP_RVLC,3,How_important_are_these_services_to_you?_-_Range_of_viewpoints_represented_in_the_library's_collections
IMP_SDAV,3,How_important_are_these_services_to_you?_-_Support_for_digital_audio_video_creation
IMP_SGAIT,3,How_important_are_these_services_to_you?_-_Support_for_the_use_of_Generative_AI_Tools_(e.g.__ChatGPT__Bard__ChatPDF)
INF_AAT,2,How_informed_do_you_feel_you_are_about_the_following?_-_Availability_of_assistive_technologies_to_address_disabilities
INF_ALS,2,How_informed_do_you_feel_you_are_about_the_following?_-_Available_library_services
INF_ATRW,2,How_informed_do_you_feel_you_are_about_the_following?_-_Availability_of_technology_learning_resources_and_workshops
INF_ATS,2,How_informed_do_you_feel_you_are_about_the_following?_-_Available_technology_services
INF_CLN,2,How_informed_do_you_feel_you_are_about_the_following?_-_Who_to_contact_for_your_library_needs
INF_GAIT,2,How_informed_do_you_feel_you_are_about_the_following?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
INF_RMLC,2,How_informed_do_you_feel_you_are_about_the_following?_-_How_to_request_materials_be_added_to_the_library_collection
INTER,0,Are_you_an_international_student_or_foreign_national?
LRN_CMS,2,How_interested_are_you_in_learning_more_about_the_following?_-_Canvas
LRN_GAIT,3,How_interested_are_you_in_learning_more_about_the_following?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
LRN_LDB,3,How_interested_are_you_in_learning_more_about_the_following?_-_Library_databases_(e.g._JSTOR)
LRN_LDL,3,How_interested_are_you_in_learning_more_about_the_following?_-_LibrarySearch_(go_primoca)
LRN_OOO,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_One-on-one_instruction
LRN_PGL,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Peer_group_learning
LRN_SDD,3,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Self-directed_with_documentation
LRN_SDOT,3,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Self-directed_with_online_tutorial
LRN_TE,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Trial_and_error
LRN_WTS,3,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Workshop_Training_Session
SKL_CMS,4,How_would_you_describe_your_skill_level_with_the_following?_-_Canvas
SKL_GAIT,3,How_would_you_describe_your_skill_level_with_the_following?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
SKL_LDB,3,How_would_you_describe_your_skill_level_with_the_following?_-_Library_databases_(e.g._JSTOR)
SKL_LDL,3,How_would_you_describe_your_skill_level_with_the_following?_-_LibrarySearch_(go_primoca)
UAP_SLR,1,Do_you_use_the_following_tools_for_academic_purposes?_-_Library_research
USE_BL,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Borrowing_laptops
USE_BTE,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Borrowing_technology_equipment
USE_CMS,5,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas
USE_CMSAS,5,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas_assignment_submission
USE_CMSGB,3,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas_grade_book
USE_CMSOQ,3,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas_online_quizzes
USE_CS,4,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Online_collaborative_software
USE_FPC,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Technology_help_desk
USE_GAIT,4,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)_for_academic_or_work_purposes
USE_GSSL,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Group_study_spaces_in_the_library
USE_ILL,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Interlibrary_loan
USE_LC,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Physical_library_collections
USE_LDB,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_databases_(e.g._JSTOR)
USE_LDL,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_LibrarySearch_(go_primoca)
USE_LEC,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_e-book_collections
USE_LRS,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_reference_research_services
USE_LSG,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_subject_guides
USE_LWS,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_Web_site_(e.g._library_hours__policies)
USE_PCL,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Public_computers_in_the_library
USE_QWSL,3,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Quiet_work_space_in_the_library
