service,median,service_long
IMP_FPC,3,How_important_are_these_services_to_you?_-_Technology_help_desk
IMP_GAIT,2,How_important_are_these_services_to_you?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)_for_academic_or_work_purposes
IMP_GSSL,3,How_important_are_these_services_to_you?_-_Group_study_spaces_in_the_library
IMP_ILL,3,How_important_are_these_services_to_you?_-_Interlibrary_loan
IMP_LC,3,How_important_are_these_services_to_you?_-_Physical_library_collections
IMP_LDB,4,How_important_are_these_services_to_you?_-_Library_databases_(e.g._JSTOR)
IMP_LDL,2,How_important_are_these_services_to_you?_-_LibrarySearch_(go_primo)
IMP_LEC,3,How_important_are_these_services_to_you?_-_Library_e-book_collections
IMP_LIAC,3,How_important_are_these_services_to_you?_-_Library_research_instruction_for_academic_courses
IMP_LRS,3,How_important_are_these_services_to_you?_-_Library_reference_research_services
IMP_LSG,2,How_important_are_these_services_to_you?_-_Library_Subject_Guides_(go_guides)
IMP_OLS,3,How_important_are_these_services_to_you?_-_Overall_library_service
IMP_PWAC,4,How_important_are_these_services_to_you?_-_Performance_of_wireless_access_on_campus
IMP_SGAIT,2,How_important_are_these_services_to_you?_-_Support_for_the_use_of_Generative_AI_Tools_(e.g.__ChatGPT__Bard__ChatPDF)
INF_AAT,1,How_informed_do_you_feel_you_are_about_the_following?_-_Availability_of_assistive_technologies_to_address_disabilities
INF_ATRW,2,How_informed_do_you_feel_you_are_about_the_following?_-_Availability_of_technology_learning_resources_and_workshops
INF_ATS,2,How_informed_do_you_feel_you_are_about_the_following?_-_Available_technology_services
INF_GAIT,2,How_informed_do_you_feel_you_are_about_the_following?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
LRN_CMS,2,How_interested_are_you_in_learning_more_about_the_following?_-_Canvas
LRN_GAIT,2,How_interested_are_you_in_learning_more_about_the_following?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
LRN_OOO,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_One-on-one_instruction
LRN_PGL,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Peer_group_learning
LRN_SDD,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Self-directed_with_documentation
LRN_SDOT,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Self-directed_with_online_tutorial
LRN_TE,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Trial_and_error
LRN_WTS,2,How_interested_are_you_in_learning_new_technical_or_research_skills_by_the_following_methods?_-_Workshop_Training_Session
SKL_CMS,4,How_would_you_describe_your_skill_level_with_the_following?_-_Canvas
SKL_GAIT,2,How_would_you_describe_your_skill_level_with_the_following?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)
USE_BL,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Borrowing_laptops
USE_BTE,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Borrowing_technology_equipment
USE_CMS,5,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas
USE_CMSAS,5,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas_assignment_submission
USE_CMSGB,4,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas_grade_book
USE_CMSOQ,3,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Canvas_online_quizzes
USE_FPC,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Technology_help_desk
USE_GAIT,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Generative_AI_tools_(e.g.__ChatGPT__Bard__ChatPDF)_for_academic_or_work_purposes
USE_GSSL,3,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Group_study_spaces_in_the_library
USE_ILL,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Interlibrary_loan
USE_LC,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Physical_library_collections
USE_LDB,3,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_databases_(e.g._JSTOR)
USE_LDL,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_LibrarySearch_(go_primo)
USE_LEC,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_e-book_collections
USE_LRS,2,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_reference_research_services
USE_LSG,1,Over_the_course_of_a_semester__on_average__how_often_do_you_use_the_following_services?_-_Library_Subject_Guides_(go_guides)
YEAR,2026,What_is_your_expected_year_of_graduation?
