StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,USE_CMS,USE_CMSOQ,USE_CMSGB,USE_CMSAS,USE_CS,USE_GAIT,USE_LRS,USE_LDL,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_PCL,USE_QWSL,USE_GSSL,USE_BL,USE_BTE,USE_LWS,IMP_CMS,IMP_CMSS,IMP_CMSOQ,IMP_CMSGB,IMP_CMSAS,IMP_SDAV,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_LRS,IMP_LIAC,IMP_LSSR,IMP_LDL,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_RVLC,IMP_FPC,IMP_CFCPS,IMP_PCL,IMP_QWSL,IMP_GSSL,IMP_PCIL,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_LWS,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_CMSOQ,DS_CMSGB,DS_CMSAS,DS_SDAV,DS_CS,DS_GAIT,DS_SGAIT,DS_LRS,DS_LIAC,DS_LSSR,DS_LDL,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_RVLC,DS_FPC,DS_CFCPS,DS_PCL,DS_QWSL,DS_GSSL,DS_PCIL,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_LWS,DS_OCS,DS_OLS,AREM,AAG_PDLC,AAG_LS,AAG_ASM,AAG_WL,AAG_TUC,EITS,ELS,INF_ATS,INF_ALS,INF_AAT,INF_ATRW,INF_GAIT,INF_RMLC,INF_CLN,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,AP_CMS,AP_GAIT,UAP_SLR,SKL_CMS,SKL_GAIT,SKL_LDL,SKL_LDB,LRN_CMS,LRN_GAIT,LRN_LDL,LRN_LDB,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,YEAR,ADIV,INTER,NOTFGEN,COMMENT
2/23/2024 11:23,2/23/2024 11:30,0,100,466,1,2/23/2024 11:30,,email,EN,5,2,1,4,1,4,1,1,1,2,2,1,1,1,2,2,3,1,1,3,4,1,1,2,4,3,1,4,4,1,1,2,1,1,3,3,3,1,2,1,1,1,4,4,4,1,1,4,4,4,3,3,3,4,-99,-99,3,4,-99,3,3,-99,-99,-99,-99,-99,3,3,-99,-99,3,-99,-99,4,2,2,2,-99,-99,4,4,4,4,4,2,3,4,1,2,2,-99,More ergonomic desks,1,2,1,2,4,1,3,4,4,4,4,-99,-99,-99,-99,9,5,0,4,4,1,1,2,2,1,1,2,2,1,3,3,1,2024,119500,1,0,-99
2/23/2024 11:52,2/23/2024 12:11,0,100,1124,1,2/23/2024 12:11,,email,EN,5,3,3,4,3,5,4,3,3,2,2,3,2,2,1,2,2,1,1,2,4,3,3,3,3,2,3,4,4,4,2,2,2,2,1,2,2,2,2,3,3,2,3,3,4,2,2,4,4,3,3,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,3,3,3,4,3,4,4,2,4,3,3,2,4,It'll be better offering an alumni account or discount to use MIIS online library.,It'll be better if MIIS extend longer library hours for students.,2,3,2,2,3,2,1,4,3,4,4,4,3,4,2,3,3,1,4,4,3,3,2,4,2,2,3,3,2,2,2,2,2024,119300,1,0,-99
2/23/2024 12:05,2/23/2024 12:13,0,100,490,1,2/23/2024 12:13,,email,EN,5,1,1,3,3,2,4,4,1,1,3,2,5,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,3,1,3,2,1,1,3,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,4,3,-99,-99,3,3,-99,2,-99,-99,2,-99,4,2,-99,-99,3,3,2,-99,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,3,1,4,2,3,-99,"I am a graduate research assistant and I conduct a lot of literature reviews of academic literature on various topics. I am regularly frustrated by the lack of or limited access to various academic journals including HeinOnline, SpringerLink, Sagepub",3,3,1,2,1,3,3,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,1,1,2,2,2,1,2,2,2,2025,119300,0,1,-99
2/23/2024 12:26,2/23/2024 12:36,0,100,634,1,2/23/2024 12:36,,email,EN,5,1,2,2,2,1,2,2,1,1,1,1,2,1,2,3,3,1,1,2,4,2,1,2,2,2,1,1,1,2,4,4,-99,-99,1,1,1,4,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,3,4,-99,-99,-99,-99,3,4,4,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,4,4,4,-99,-99,4,4,4,2,2,1,4,4,4,2,4,I didn't know you could borrow computers! It would be great if that were known to students. My computer broke and I didn't have one for two weeks and had no idea there were some available to borrow.,Thank you for expanding the library hours!,1,3,1,1,1,1,2,4,4,4,4,4,4,4,4,2,9,1,3,1,1,2,1,4,4,4,4,4,4,2,3,2,2025,119300,0,1,-99
2/23/2024 12:25,2/23/2024 12:36,0,100,699,1,2/23/2024 12:36,,email,EN,5,2,1,4,5,1,2,1,1,2,3,1,3,1,1,2,4,1,2,1,4,-99,1,1,4,3,4,1,1,3,2,3,1,1,2,3,2,4,4,3,3,3,4,4,4,3,3,4,4,3,3,3,4,-99,4,-99,4,4,4,-99,-99,4,4,4,-99,-99,3,3,4,4,4,-99,-99,4,4,4,4,-99,4,4,4,4,4,4,2,4,4,4,4,3,Not sure about this one. I am pretty satisfied.,"Right now I am pretty satisfied, but I would recommend that the library acquire more popular sci-fi/fantasy novels for the physical collections.",2,3,1,2,1,1,3,4,4,4,4,4,4,4,4,2,9,1,4,1,1,3,1,2,1,2,1,2,2,1,1,1,2024,119300,0,1,"None, thank you to the library staff, they are great!"
2/23/2024 12:51,2/23/2024 12:58,0,100,445,1,2/23/2024 12:58,,email,EN,5,-99,2,5,4,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,4,4,4,4,4,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,4,4,4,4,-99,-99,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,9,9,1,3,2,2,2,2,2,2,2,1,2,2,1,3,1,2025,54700,0,0,-99
2/23/2024 12:53,2/23/2024 13:04,0,100,701,1,2/23/2024 13:04,,email,EN,5,1,1,4,5,4,2,1,1,1,1,1,2,1,2,2,1,1,1,2,4,3,-99,-99,4,2,4,4,4,3,2,1,1,1,2,2,1,3,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,4,-99,-99,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,4,-99,-99,-99,4,4,4,4,2,2,2,4,2,4,Access to AI resources including training on how to use them ethically and effectively,A functional cafe would help to improve the experience of spending time at the library.,2,2,1,2,3,2,2,4,4,4,4,4,4,4,4,2,3,1,4,4,1,3,3,4,1,2,1,3,2,4,4,3,2024,56500,1,0,-99
2/23/2024 13:08,2/23/2024 13:12,0,100,233,1,2/23/2024 13:12,,email,EN,5,4,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,3,1,-99,5,3,3,4,4,3,3,4,-99,2,2,2,-99,2025,119600,1,0,-99
2/23/2024 13:22,2/23/2024 13:27,0,100,281,1,2/23/2024 13:27,,email,EN,5,4,4,5,5,3,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,-99,-99,-99,-99,-99,-99,4,-99,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,3,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,3,5,3,-99,4,-99,4,-99,-99,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,2,4,0,4,2,2,2,1,1,1,1,1,1,1,1,1,4,2024,119300,0,0,Thank you for all the work you do in the libraries!
2/23/2024 13:02,2/23/2024 13:27,0,100,1522,1,2/23/2024 13:27,,email,EN,2,1,2,2,2,4,1,2,1,2,-99,1,1,2,2,3,3,1,1,1,2,1,1,3,3,1,4,4,1,2,3,3,3,1,4,4,3,3,4,4,2,4,4,4,4,2,2,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,-99,4,4,4,4,4,4,2,2,3,3,3,4,Create a stronger firewall for the internet becasue there have been many emails recently about possible system hacking or stealing of information from the Middlebury domain.,Figure out how to make printing from a perosnal laptop easier than what it is now.,2,3,1,1,3,2,4,4,4,4,4,4,4,4,4,1,3,0,3,3,3,2,1,3,2,1,2,3,3,1,2,2,2025,119500,0,1,I would like to see the library with more appealing/inviting decor and lounging-type furnite where groups can work together on projects/assignments
2/23/2024 13:30,2/23/2024 13:45,0,100,905,1,2/23/2024 13:45,,email,EN,5,2,3,5,4,4,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4,4,2,3,4,3,4,2,4,2,2,3,3,4,4,4,4,4,4,4,4,1,4,4,4,1,3,4,4,3,2,3,4,2,3,-99,4,4,4,2,1,-99,2,2,-99,2,-99,-99,-99,-99,1,-99,-99,4,4,3,4,-99,-99,4,4,3,3,3,1,-99,3,-99,-99,3,Extend the library opening hours.,"Make information more accessible, especially what's new and special in the physical and digital collections, instead of just promoting game activities.",2,2,1,1,1,2,1,4,-99,4,-99,-99,-99,-99,-99,9,2,0,3,2,1,1,3,4,3,1,3,3,1,3,3,3,2025,119500,1,1,-99
2/23/2024 12:56,2/23/2024 14:50,0,100,6866,1,2/23/2024 14:50,,email,EN,5,2,2,5,5,4,3,3,2,1,3,2,4,2,2,5,5,1,2,3,4,3,2,4,4,4,4,3,3,3,3,3,3,2,1,4,2,4,4,3,3,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,-99,-99,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,1,4,3,3,3,2,2,2,2,2,2,2,2,2,3,2024,119300,0,0,-99
2/23/2024 14:55,2/23/2024 15:03,0,100,437,1,2/23/2024 15:03,,email,EN,5,4,2,5,4,4,3,2,2,2,3,1,2,2,2,2,2,1,1,1,4,3,3,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,2,3,3,3,3,3,-99,-99,3,3,3,3,3,3,3,-99,-99,-99,-99,4,4,4,4,3,3,1,4,4,3,3,3,3,3,3,2,2,2,3,3,3,2024,119500,1,0,-99
2/23/2024 15:20,2/23/2024 15:27,0,100,428,1,2/23/2024 15:27,,email,EN,5,1,1,4,2,1,4,4,2,3,3,2,3,2,2,4,4,1,2,5,4,2,1,1,3,2,2,2,2,4,4,4,4,3,4,4,3,4,4,2,2,3,4,4,4,1,2,4,4,4,4,4,4,-99,4,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,3,-99,4,4,4,4,4,4,1,4,4,4,4,4,n/a,"Updating the Monterey system to Pacific Time, since it is currently set to Eastern time",4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,9,1,4,2,5,5,1,2,1,1,3,3,2,2,3,3,2025,54900,0,0,n/a
2/23/2024 15:30,2/23/2024 15:42,0,100,674,1,2/23/2024 15:42,,email,EN,5,4,4,5,3,4,3,1,2,1,1,1,2,1,2,1,1,1,1,2,4,1,4,3,4,3,2,4,4,3,4,4,2,2,2,4,-99,4,-99,2,2,3,3,3,4,-99,-99,4,4,2,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,-99,2,-99,-99,-99,3,3,3,3,-99,-99,3,3,3,3,3,2,3,2,3,2,2,-99,"I am not sure but if the library website can have searching instructions for reference (rather than opening library resources usage sessions), it will be much more helpful.",1,2,2,2,2,1,2,4,3,4,4,4,4,4,4,2,3,1,4,3,2,2,3,4,4,4,1,1,1,4,4,1,2025,119600,1,1,-99
2/23/2024 16:04,2/23/2024 16:16,0,100,730,1,2/23/2024 16:16,,email,EN,5,1,2,5,5,5,5,5,2,3,4,2,5,4,4,4,4,1,1,3,4,4,1,3,4,1,4,4,1,4,3,4,2,2,4,4,4,4,4,4,2,3,4,4,4,1,1,4,4,2,4,4,4,4,-99,4,4,-99,4,4,-99,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,2,4,4,4,4,4,-99,"The interlibrary loan and request to add a book to the library collection processes are not that intuitive or user-friendly, in my opinion. I've always gotten good (great) help from the technology desk, but I'd like to be able to manage it on my own.",3,3,1,1,3,2,4,4,4,4,4,4,4,4,4,1,3,1,3,3,3,3,3,4,3,4,4,4,3,3,3,2,2025,119300,0,0,-99
2/23/2024 16:58,2/23/2024 17:05,0,100,368,1,2/23/2024 17:05,,email,EN,5,2,2,4,3,2,4,2,1,3,2,2,1,2,4,4,4,1,1,2,4,4,3,2,4,2,2,2,2,3,2,-99,3,4,4,3,3,3,3,2,2,4,4,4,4,-99,2,4,4,3,3,4,3,2,2,2,2,2,3,-99,-99,4,2,-99,3,4,3,-99,4,4,3,4,3,4,4,4,3,-99,-99,4,4,4,3,4,1,4,3,3,3,4,-99,"Many of the collections are just old and a little dated, it would be nice to have more current resources!",3,3,2,2,2,1,2,4,4,4,4,4,4,4,4,3,4,1,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2024,119500,0,1,-99
2/23/2024 17:05,2/23/2024 17:10,0,100,323,1,2/23/2024 17:10,,email,EN,5,5,5,5,5,5,3,2,2,2,3,2,2,2,3,1,3,1,1,2,4,4,4,4,4,2,4,4,4,2,3,2,2,2,3,2,2,3,3,2,2,-99,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,-99,-99,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,9,4,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2024,119600,1,0,-99
2/23/2024 17:20,2/23/2024 17:29,0,100,556,1,2/23/2024 17:29,,email,EN,5,3,4,5,3,5,2,2,2,2,2,2,2,2,3,4,2,1,1,2,4,3,4,4,4,3,3,4,4,2,3,2,2,2,1,2,1,3,2,2,2,3,3,3,4,2,2,4,4,2,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,-99,-99,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,3,3,1,3,3,2,2,2,3,2,2,3,-99,2,1,2,1,2026,119600,1,1,-99
2/23/2024 17:24,2/23/2024 17:33,0,100,531,1,2/23/2024 17:33,,email,EN,5,1,5,5,2,5,5,5,3,3,3,2,5,2,1,5,3,2,2,5,4,2,3,4,4,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,-99,-99,3,4,-99,-99,3,2,4,3,3,4,4,4,-99,-99,4,4,4,4,-99,3,-99,3,-99,4,4,4,3,3,4,2,4,4,4,4,4,-99,-99,2,3,2,2,3,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,2,3,2,3,4,3,2,3,3,2,2025,119300,1,1,-99
2/23/2024 17:43,2/23/2024 17:51,0,100,483,1,2/23/2024 17:51,,email,EN,-99,3,3,-99,4,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,3,4,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,3,3,3,-99,3,3,2,2,4,4,-99,2,4,4,4,4,4,4,4,4,4,-99,4,4,2,2,3,3,4,3,3,4,2,4,4,4,3,4,4,4,4,-99,-99,-99,4,3,3,1,1,4,4,2,2,3,2,N/A,Educating students about services available to them,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,4,3,2,3,2,2,3,2,3,3,3,3,2024,54900,1,1,-99
2/23/2024 18:03,2/23/2024 18:10,0,100,441,1,2/23/2024 18:10,,email,EN,5,2,1,5,5,5,1,2,1,2,1,1,2,2,2,3,5,1,1,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,-99,-99,-99,-99,4,4,4,4,4,4,-99,-99,-99,4,3,4,4,1,3,4,4,2,3,-99,"Floors are dusty, more cleaning? I get allergic when I walk in sometimes. More poetry, philosophy collections. ",4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,2,0,4,4,2,2,1,1,2,2,3,3,3,2,4,2,2025,119500,1,1,-99
2/23/2024 18:12,2/23/2024 19:05,0,100,3167,1,2/23/2024 19:05,,email,EN,5,1,1,3,2,2,3,1,2,3,4,1,4,2,2,3,1,1,1,2,4,3,1,-99,4,3,-99,2,3,4,2,4,-99,4,4,4,4,4,3,3,4,3,4,3,3,-99,-99,4,4,4,4,4,4,-99,-99,-99,4,-99,-99,-99,-99,3,-99,-99,-99,3,3,3,-99,4,-99,4,-99,4,3,-99,4,-99,-99,4,4,3,4,4,2,3,4,4,3,4,More access to ebooks.,-99,2,2,1,1,2,1,3,4,4,4,4,4,4,4,4,2,4,1,4,3,4,5,1,2,1,1,1,2,1,3,3,4,2024,119300,0,0,-99
2/23/2024 18:55,2/23/2024 19:05,0,100,592,1,2/23/2024 19:05,,email,EN,4,2,1,3,4,1,4,1,1,2,1,1,4,3,4,3,3,1,1,3,2,1,2,-99,4,2,3,1,1,3,2,4,-99,-99,1,2,1,4,3,4,4,3,3,3,3,3,-99,4,4,2,4,3,4,-99,4,-99,4,4,4,-99,-99,3,-99,4,-99,-99,4,4,-99,3,4,3,3,4,4,3,4,1,1,4,4,3,4,4,2,4,4,4,2,3,"I am at MIIS and we need to borrow a laptop last minute one time because something was malfunctioning, and both the library and help desk said they were not available for student check out. I was shocked there were no laptops available and no help",It seems like platform issues sometimes between getting an article through the library and then getting access to read it. Better integration perhaps?,2,2,1,1,2,1,2,3,3,4,4,2,2,3,3,9,9,1,3,1,1,3,1,1,1,3,1,3,1,1,2,2,2024,56100,0,1,We created a shared inbox for a META Lab project and are running into a lot of capability issues because there isn’t a way for a group to use the same email to use other platforms for clients. I’d like to see the META Lab have more flexibility with that
2/23/2024 18:29,2/23/2024 19:07,0,100,2297,1,2/23/2024 19:07,,email,EN,5,2,5,5,4,1,5,5,4,1,2,2,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,5,4,-99,4,4,4,A few more emailed notifications of sessions detailing how to troubleshoot minor glitches with computers.,none. Really good services and program.,2,2,3,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,4,3,4,4,2,2,2,4,4,2,2025,54700,0,0,-99
2/23/2024 19:17,2/23/2024 19:21,0,100,235,1,2/23/2024 19:21,,email,EN,5,3,1,5,2,3,1,1,1,1,1,2,1,2,1,2,3,1,2,1,4,3,3,1,4,4,4,3,3,2,2,3,1,3,2,3,4,1,1,2,2,1,3,4,4,2,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,3,3,3,4,4,4,4,9,4,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2024,119600,1,0,-99
2/23/2024 20:10,2/23/2024 20:18,0,100,494,1,2/23/2024 20:18,,email,EN,5,4,4,5,2,2,4,2,2,2,2,1,1,2,1,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,-99,-99,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4,9,3,0,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2024,119500,0,1,-99
2/23/2024 11:02,2/23/2024 22:26,0,100,40982,1,2/23/2024 22:26,,email,EN,5,5,5,5,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,-99,3,4,4,4,2,-99,-99,1,2,2,1,1,1,4,1,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,3,3,3,3,3,3,3,-99,2,-99,4,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,-99,4,4,4,Quick response to inquiries,Quick response to inquiries,3,3,3,3,1,1,2,-99,-99,-99,2,-99,-99,-99,2,9,5,1,3,2,2,2,3,3,2,2,1,1,1,1,4,1,2025,119500,1,0,-99
2/23/2024 22:31,2/23/2024 22:49,0,100,1045,1,2/23/2024 22:49,,email,EN,5,2,2,4,5,2,1,1,1,1,1,1,2,1,3,4,4,1,1,1,4,3,4,4,4,3,4,2,2,3,-99,3,-99,-99,4,4,2,4,4,4,4,4,4,4,4,-99,3,4,4,3,4,4,4,-99,4,4,4,4,4,4,-99,4,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,2,-99,4,-99,-99,3,-99,-99,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,9,1,1,4,2,1,3,2,2,3,3,4,4,4,2,3,1,2025,119500,0,1,-99
2/23/2024 18:47,2/23/2024 23:29,0,100,16941,1,2/23/2024 23:29,,email,EN,5,5,1,5,5,5,2,2,2,1,2,2,2,2,1,1,1,1,1,2,4,4,4,-99,4,4,4,4,4,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,3,1,1,4,4,2,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,5,3,2,4,4,4,-99,-99,2,2,2,2,2,2,1,-99,-99,-99,-99,-99,-99,-99,-99,9,3,0,3,3,1,2,1,3,2,2,2,3,3,2,4,1,2025,54700,0,1,-99
2/24/2024 4:46,2/24/2024 5:07,0,100,1252,1,2/24/2024 5:07,,email,EN,5,4,4,5,3,3,2,2,1,2,1,2,2,1,2,4,3,1,2,2,4,3,4,4,4,4,3,3,3,2,2,2,2,1,2,2,1,2,2,1,1,1,4,4,4,1,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,-99,4,4,-99,4,4,-99,-99,4,4,2,2,-99,4,4,4,4,4,4,3,2,3,4,2,4,There seem to be a lot of malfunctioning computers in the CFNT PAC LAB classroom. It would be great to have them checked and fixed.,All good with the library service.,3,3,2,3,3,2,2,4,4,4,4,-99,-99,-99,-99,9,3,1,4,3,2,2,4,4,2,2,4,4,2,3,3,1,2024,119600,1,0,-99
2/24/2024 7:35,2/24/2024 7:45,0,100,606,1,2/24/2024 7:45,,email,EN,5,-99,2,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-99,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,-99,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,5,3,-99,4,4,4,I think information technology services as part of new student orientation especially for remote students. We set up our Canvas account our emails account but we don't have access to library services until it's too late.,I would like it to be included in new student orientation. As we set up our accounts especially for the remote students we also set up access to academic articles and resources. I think that is something that I'm missing in my graduate education.,1,1,1,1,4,1,1,-99,-99,-99,-99,-99,-99,-99,-99,9,3,0,5,4,1,1,4,4,4,4,1,4,1,4,1,4,2025,119600,0,0,-99
2/24/2024 11:14,2/24/2024 11:23,0,100,529,1,2/24/2024 11:23,,email,EN,5,5,5,5,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,4,The WiFi be stronger on campus and in the dormitory.,The library services be 24 hours. The current hours are terrible. I rather struggle with out the library.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2024,55000,0,1,-99
2/24/2024 12:17,2/24/2024 12:29,0,100,751,1,2/24/2024 12:29,,email,EN,5,4,5,5,4,4,3,3,1,2,2,1,3,3,1,3,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,-99,-99,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,3,1,4,4,4,4,2,3,3,3,3,3,2,3,3,2,2025,119600,1,0,-99
2/24/2024 13:01,2/24/2024 13:09,0,100,448,1,2/24/2024 13:09,,email,EN,5,2,2,4,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,2,2,2,4,1,4,1,1,1,1,1,1,1,1,4,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,4,4,4,3,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,3,-99,4,4,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,5,4,1,4,1,4,Easier access to JSTOR for remote students.,I am satisfied.,1,2,1,1,1,1,3,-99,-99,-99,-99,-99,-99,-99,-99,1,9,1,4,1,1,3,2,2,2,2,2,2,2,4,4,2,2025,54900,0,1,-99
2/24/2024 13:43,2/24/2024 13:49,0,100,366,1,2/24/2024 13:49,,email,EN,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,4,4,2,4,3,3,3,3,3,-99,4,-99,4,4,3,3,-99,-99,-99,-99,-99,-99,-99,-99,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,-99,3,-99,3,3,4,4,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,5,1,-99,1,-99,4,-99,-99,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,4,1,5,3,3,3,1,3,3,3,1,1,1,4,4,2,2024,119300,0,0,-99
