StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_TMS,USE_STMS,USE_ITS,USE_IDS,USE_CS,USE_GAIT,USE_LIAC,USE_LDL,USE_LSG,USE_LDB,USE_FPC,USE_HDTS,USE_CCL,USE_DASS,USE_HPC,USE_DSDH,USE_BL,USE_BTE,USE_IPFS,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_TRCTP,IMP_ITS,IMP_IDS,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_LIAC,IMP_LSSR,IMP_LSSSR,IMP_SSCN,IMP_LDL,IMP_LSG,IMP_LDB,IMP_AFTM,IMP_FPC,IMP_CFCPS,IMP_HDTS,IMP_SDCP,IMP_TRDCP,IMP_CCL,IMP_DASS,IMP_HPC,IMP_DHDS,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_ELCS,IMP_IPFS,IMP_RCTN,IMP_ICDA,IMP_ILDA,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_TRCTP,DS_ITS,DS_IDS,DS_CS,DS_GAIT,DS_SGAIT,DS_LIAC,DS_LSSR,DS_LSSSR,DS_SSCN,DS_LDL,DS_LSG,DS_LDB,DS_AFTM,DS_FPC,DS_CFCPS,DS_HDTS,DS_SDCP,DS_TRDCP,DS_CCL,DS_DASS,DS_HPC,DS_DHDS,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_ELCS,DS_IPFS,DS_RCTN,DS_ICDA,DS_ILDA,EITS,ELS,INF_ATS,INF_ALS,INF_AATD,INF_ATRW,INF_GAIT,INF_CITN,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,AP_GAIT,LRN_CMS,LRN_TMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,FTIME,RANK,RANK_5_TEXT,TEN,AGE,COMMENT
3/7/2024 13:23,3/7/2024 13:33,0,100,639,1,3/7/2024 13:33,email,EN,5,5,2,2,2,4,3,2,3,2,4,2,2,4,2,2,2,1,1,2,4,3,4,3,4,3,2,3,3,1,3,3,3,2,2,3,4,-99,3,2,3,4,4,3,3,2,2,1,1,4,4,4,2,3,3,3,4,3,3,2,2,3,3,4,4,-99,4,3,4,3,3,4,3,-99,3,3,3,3,3,3,3,4,3,-99,-99,4,3,3,3,3,3,2,"I'd like to see classroom technology maintained better. In many rooms, one needs to spend time at the beginning of the semester learning specific pitfalls of a room's technology (i.e. - needing to stand on a table to manually turn on a projector). ",Access to a wider variety of journals.,3,3,2,2,3,3,4,4,3,3,2,2,2,3,1,2,2,3,3,3,1,4,-99,3,52.5,-99
3/7/2024 12:50,3/7/2024 13:49,0,100,3565,1,3/7/2024 13:49,email,EN,-99,5,2,2,1,3,1,2,5,1,4,2,3,1,1,1,1,1,1,5,4,2,4,4,4,2,2,2,1,1,2,2,4,2,3,2,4,3,4,2,4,4,4,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,-99,-99,3,3,3,3,1,2,-99,-99,-99,-99,9,2,2,2,2,2,2,2,2,2,1,4,-99,3,57.5,-99
3/7/2024 13:38,3/7/2024 13:54,0,100,940,1,3/7/2024 13:54,email,EN,5,4,1,1,1,5,5,2,2,2,3,2,-99,1,1,1,1,-99,2,5,4,2,4,3,-99,-99,-99,4,4,-99,4,-99,4,4,4,4,4,-99,4,-99,4,4,3,-99,-99,4,-99,4,4,4,4,4,4,4,-99,-99,4,-99,4,4,4,-99,-99,4,4,-99,-99,-99,4,-99,4,4,4,-99,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,-99,-99,-99,-99,-99,3,3,3,3,2,3,4,4,4,4,3,2,2,3,2,2,3,4,4,4,1,2,-99,1,62.5,-99
3/7/2024 13:43,3/7/2024 13:55,0,100,727,1,3/7/2024 13:55,email,EN,1,3,2,1,1,1,1,1,1,3,2,2,2,1,1,2,1,1,1,1,1,1,3,3,3,2,1,2,1,1,2,4,3,3,2,2,2,2,3,3,3,4,4,2,1,3,2,2,2,4,4,3,3,3,3,3,-99,-99,4,4,4,4,4,4,-99,-99,4,3,4,4,-99,4,4,4,4,4,4,4,4,-99,-99,4,4,-99,4,4,4,4,-99,4,4,4,-99,-99,3,3,3,3,3,3,4,4,4,4,9,1,3,1,2,2,2,2,3,2,0,4,-99,3,72.5,-99
3/7/2024 13:49,3/7/2024 13:57,0,100,499,1,3/7/2024 13:57,email,EN,1,4,2,2,1,3,1,1,1,1,1,3,3,1,1,1,1,2,2,3,2,2,4,4,4,4,3,4,2,2,1,1,1,2,1,1,1,1,4,4,2,4,4,2,1,4,-99,4,4,4,4,4,4,4,3,2,-99,-99,4,4,4,2,-99,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,3,3,3,4,4,-99,-99,4,-99,4,4,4,4,2,4,4,2,-99,education around google docs and AI,-99,2,1,1,1,1,1,4,4,4,4,3,4,2,4,4,4,4,4,4,1,1,5,athletic Faculty,1,62.5,-99
3/7/2024 12:47,3/7/2024 14:03,0,100,4566,1,3/7/2024 14:03,email,EN,5,5,2,2,1,5,1,2,5,3,4,3,3,1,1,1,1,2,2,5,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,2,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,-99,4,4,4,-99,-99,-99,4,4,4,4,4,4,4,4,4,3,I'm quite satisfied with the service provided,I am very satisfied with the service provided!,3,4,2,2,1,4,-99,-99,-99,-99,9,3,2,2,3,2,1,4,2,4,1,4,-99,3,57.5,-99
3/7/2024 13:57,3/7/2024 14:06,0,100,535,1,3/7/2024 14:06,email,EN,5,5,1,1,1,5,5,1,5,1,5,2,2,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,4,1,1,1,4,1,1,1,4,1,2,1,2,1,1,1,1,1,1,2,1,4,4,4,3,3,3,3,4,-99,1,1,1,-99,-99,-99,4,-99,-99,-99,4,-99,-99,-99,4,-99,2,2,2,4,3,-99,-99,-99,-99,4,-99,2,2,2,4,4,4,2,"Very simple. Go to all the classrooms and update the help connected to QR codes, so it does not mislead.  Most important of all, HAVE SOMEBODY ANSWER THE PHONE WHEN YOU CALL THE CLASSROOM EMERGENCY HOTLINE. ","It is ridiculous that a campus of our caliber have classroom technology that is anything but user-friendly.  When you call the emergency hotline during class, it should not bounce around and never have anyone pick up.  Are you guys on strike?",4,4,1,3,4,2,-99,-99,-99,-99,3,1,1,1,1,1,1,4,4,1,-99,-99,-99,-99,-99,"Answer the emergency hotline.  I realize that this is probably a staffing issue, but work study students, who are quite knowledgable could do this work too."
3/7/2024 13:55,3/7/2024 14:39,0,100,2590,1,3/7/2024 14:39,email,EN,5,5,2,2,2,4,1,2,5,3,5,2,1,2,1,1,2,1,2,5,4,2,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,-99,-99,4,4,4,3,4,4,4,-99,4,4,4,-99,-99,3,3,-99,4,-99,4,3,3,3,3,4,3,4,-99,-99,3,4,3,3,3,4,4,4,4,4,9,3,3,3,4,4,2,3,3,1,1,4,-99,3,57.5,-99
3/7/2024 13:54,3/7/2024 14:44,0,100,2961,1,3/7/2024 14:44,email,EN,5,5,2,2,1,4,1,2,5,2,5,2,2,1,1,1,4,1,2,4,4,2,4,4,4,3,2,4,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,-99,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,-99,-99,4,4,4,-99,4,4,3,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,4,4,4,3,1,-99,Stability for/of library staff.,3,3,2,3,2,3,4,4,4,4,9,1,1,2,1,2,2,3,3,1,1,4,-99,3,47.5,-99
3/7/2024 14:30,3/7/2024 14:45,0,100,898,1,3/7/2024 14:45,email,EN,1,2,2,1,1,1,1,1,4,1,4,3,3,2,1,1,1,2,1,5,1,1,4,4,4,1,1,1,1,1,1,3,3,1,4,1,4,1,4,4,4,4,4,2,1,1,1,3,3,4,4,4,4,4,4,4,-99,-99,4,4,4,-99,-99,-99,-99,-99,4,4,4,-99,4,4,4,-99,4,4,4,4,4,4,-99,-99,-99,4,4,4,4,4,4,4,4,4,"If Interfolio falls under your umbrella, that Old Chapel wants us to use for our annual faculty productivity reports, this is an insuperable mindf##k for many, many faculty.  It should be replaced with something a lot simpler or the old system.",So impressed with  access online articles and online items that this is hard to say. One thing - assigned course films have had to move around quite a bit from year to year - it would be nice if you could figure out fewer and more stable platforms.,3,3,1,2,1,3,4,4,4,4,9,1,2,1,3,3,1,2,2,1,1,4,-99,3,72.5,Thanks for all your hard work.  Rapid tech evolution a) is very helpful b) has decided negative impacts on mental health.  I appreciate the patience and sympathy that I always received from library tech staffers.
3/7/2024 14:40,3/7/2024 14:45,0,100,320,1,3/7/2024 14:45,email,EN,4,4,2,-99,1,3,1,1,3,1,4,1,2,1,2,3,1,1,1,2,4,3,4,3,3,2,2,2,1,1,3,3,4,3,2,-99,4,4,2,2,4,4,4,2,2,4,2,3,3,4,4,4,3,4,2,2,4,4,4,4,4,4,-99,4,-99,-99,3,3,3,3,3,-99,4,3,4,4,4,4,4,-99,4,3,-99,-99,4,4,4,3,4,4,-99,-99,-99,-99,3,3,1,2,2,2,4,4,4,4,9,1,1,1,1,1,1,4,3,2,1,2,-99,2,27.5,-99
3/7/2024 14:42,3/7/2024 14:54,0,100,745,1,3/7/2024 14:54,email,EN,4,5,1,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,5,2,2,4,4,4,1,2,3,1,1,3,3,3,3,3,3,3,2,3,3,3,1,2,3,-99,-99,-99,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,-99,-99,4,4,4,-99,4,4,4,-99,3,4,4,-99,-99,3,-99,-99,-99,-99,-99,4,4,4,3,3,3,4,-99,-99,3,3,2,2,4,3,-99,-99,-99,-99,9,2,2,1,3,2,2,4,4,4,1,5,Professor of the Practice,1,32.5,-99
3/7/2024 14:52,3/7/2024 15:03,0,100,706,1,3/7/2024 15:03,email,EN,5,4,4,2,4,3,3,2,2,2,3,2,2,2,1,1,1,2,2,5,4,2,4,4,4,3,3,3,2,2,2,1,3,3,3,3,4,3,3,2,2,4,4,3,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,4,3,3,3,3,3,3,-99,-99,-99,2,2,3,3,1,4,4,4,4,I would like students to have an easier time getting loaner laptops,I'd like students to have access to more journals,2,2,1,2,1,1,4,4,4,4,3,3,3,3,2,4,3,1,1,3,1,2,-99,1,42.5,Nope! I think you're doing great!
3/7/2024 15:04,3/7/2024 15:14,0,100,615,1,3/7/2024 15:14,email,EN,4,4,2,2,2,1,3,1,4,2,2,2,2,1,1,1,1,1,2,1,4,2,4,3,2,3,3,1,2,1,1,2,2,3,3,2,2,4,3,3,3,4,4,2,2,1,1,2,2,3,3,3,2,3,3,3,4,4,4,4,3,3,4,-99,3,-99,3,2,3,-99,4,3,2,3,4,4,4,4,4,-99,-99,-99,-99,4,4,3,3,3,-99,3,3,3,-99,Better access to e-journals to support research.,2,2,1,2,2,2,4,4,4,4,3,3,2,2,2,1,2,3,3,2,1,4,-99,3,57.5,-99
3/7/2024 15:09,3/7/2024 15:14,0,100,336,1,3/7/2024 15:14,email,EN,5,5,2,2,1,2,2,2,5,1,5,2,3,1,1,1,2,1,2,1,4,3,4,4,4,2,1,1,1,1,4,3,4,2,4,1,4,4,3,3,3,3,3,1,1,1,2,1,2,4,4,4,3,3,2,3,3,3,3,4,4,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,4,4,-99,-99,-99,-99,-99,-99,3,3,3,3,3,3,4,4,4,4,4,2,2,3,2,3,3,2,2,1,1,2,-99,2,37.5,-99
3/7/2024 13:45,3/7/2024 15:16,0,100,5447,1,3/7/2024 15:16,email,EN,4,5,2,2,1,5,5,1,1,1,5,1,1,1,1,1,2,1,1,5,4,-99,2,4,4,4,2,4,4,4,2,4,4,1,1,1,4,-99,3,3,3,2,2,1,1,1,2,1,3,4,4,4,4,4,4,4,2,-99,2,2,3,3,3,3,2,2,2,1,1,-99,-99,-99,2,-99,1,2,2,3,3,-99,-99,-99,2,-99,3,3,-99,1,1,2,1,1,It has always been a challenge to submit a ticket for technology service or getting advice on how to use technology service. A clearer way to submit these tickets or get advise would enhance my experience with ITS.,"Accessing materials for my area of study has been a challenge with our library resources. Especially the access to academic journals by Taylor and Francis, which are essential in my discipline. Library resources are essential and clearly reduced now",1,2,1,2,2,1,4,4,3,3,3,4,4,4,3,3,2,4,4,1,1,2,-99,2,37.5,"I am unsure why do you need to ask our race in a survey about technology use. If this survey is anonymous, it defeats its purpose to have said question along with questions of our rank and age. "
3/7/2024 15:07,3/7/2024 15:22,0,100,879,1,3/7/2024 15:22,email,EN,5,5,1,1,2,5,3,2,3,2,5,1,2,1,1,1,2,1,1,5,2,2,4,2,4,2,2,4,2,1,3,3,4,1,3,4,4,4,-99,-99,-99,1,-99,2,2,-99,4,-99,-99,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,-99,-99,4,4,4,-99,3,3,2,3,-99,-99,4,-99,-99,-99,-99,-99,4,-99,-99,3,3,2,3,1,1,4,"Restore the use of alternative email clients and refrain from forcing Microsoft products and services on us. Don't doublespeak and frame something we are losing as something we want, like taking away our physical phones for zoom. ","I just wish the library had more money to make happier librarians. Everything in the library works great for me, even if I'm now sometimes disappointed in the breadth of journal access. I understand why.",3,3,3,3,3,3,4,4,4,4,2,1,3,2,2,3,2,4,1,2,1,2,-99,2,37.5,-99
3/7/2024 15:11,3/7/2024 15:22,0,100,656,1,3/7/2024 15:22,email,EN,5,5,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,5,4,3,4,4,4,2,2,3,1,1,4,-99,4,-99,-99,-99,-99,2,4,2,1,4,4,3,-99,-99,-99,1,1,4,4,4,4,4,2,3,4,2,4,4,4,4,-99,3,-99,-99,4,-99,4,-99,-99,-99,-99,2,4,-99,3,4,4,3,-99,-99,-99,-99,-99,4,4,3,4,3,3,3,One place/resource for instructional guides for unfamiliar technology/applications.,More librarians to help students.,2,2,2,1,1,1,-99,-99,-99,-99,9,3,3,3,1,1,1,3,3,1,0,1,-99,1,62.5,No
3/7/2024 15:14,3/7/2024 15:26,0,100,726,1,3/7/2024 15:26,email,EN,5,5,1,1,1,2,1,1,1,1,4,2,2,1,1,1,1,1,1,5,4,1,4,2,4,1,2,4,1,1,1,1,2,1,1,1,4,1,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,3,-99,1,4,-99,4,4,4,4,4,4,-99,-99,4,-99,-99,-99,-99,-99,4,-99,4,4,4,4,4,-99,-99,-99,-99,-99,4,3,3,4,4,4,4,4,-99,-99,3,3,1,3,2,2,-99,-99,-99,-99,9,-99,1,2,1,2,2,2,2,1,1,-99,-99,1,47.5,"It would be helpful for you to add Lab Professor to the list of ranks, possibly along with Instructor/Lecturer. There are so few of us that our identity could be given away if we include our position in the ""other"" category. "
3/7/2024 15:38,3/7/2024 15:47,0,100,557,1,3/7/2024 15:47,email,EN,5,4,2,1,1,4,1,2,4,1,4,3,3,4,1,4,1,1,2,5,4,3,4,4,4,3,3,4,2,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,-99,-99,4,4,3,4,2,-99,4,4,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,3,3,4,4,-99,-99,-99,2,2,2,2,2,2,4,4,4,4,9,2,2,2,3,2,1,2,2,2,0,1,-99,1,42.5,-99
3/7/2024 15:36,3/7/2024 15:51,0,100,923,1,3/7/2024 15:51,email,EN,5,5,2,1,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,4,4,4,1,1,4,1,1,3,4,4,3,1,1,4,4,4,1,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,-99,4,4,4,-99,-99,-99,-99,-99,-99,3,3,-99,1,1,3,1,3,3,2,3,4,-99,-99,-99,-99,-99,4,3,2,2,3,3,1,2,-99,"Better and more intuitive search engine would be fantastic. Right now when I am looking for a book, the system offers me pages and pages of related articles or reviews, and MAYBE the link to the actual book on the very last page. ",1,1,1,1,1,1,-99,-99,-99,-99,9,2,2,2,1,3,4,4,4,4,1,1,-99,2,32.5,-99
3/7/2024 16:33,3/7/2024 16:44,0,100,683,1,3/7/2024 16:44,email,EN,1,4,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,3,3,2,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-99,-99,4,4,4,4,4,4,-99,-99,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,-99,-99,-99,3,3,3,3,2,2,4,4,4,4,9,1,1,1,1,1,1,1,1,1,1,4,-99,1,42.5,-99
3/7/2024 16:53,3/7/2024 17:18,0,100,1493,1,3/7/2024 17:18,email,EN,5,4,1,1,2,3,1,1,4,1,5,2,2,2,1,2,1,2,2,1,4,2,4,3,2,2,2,4,1,1,2,2,3,2,4,1,4,4,2,2,2,3,3,3,1,2,1,3,3,4,4,4,3,3,2,2,4,-99,4,-99,-99,-99,-99,4,-99,-99,-99,4,4,-99,3,-99,4,2,4,3,3,3,3,4,-99,-99,-99,4,4,4,3,3,3,4,-99,-99,Do we have institutional dropbox access? If not I would like it. I genuinely haven't been able to figure it out.,-99,2,3,2,2,1,3,4,4,4,4,9,2,1,1,2,1,1,4,4,3,1,2,-99,2,27.5,-99
3/7/2024 17:15,3/7/2024 17:21,0,100,383,1,3/7/2024 17:21,email,EN,5,5,2,2,1,5,1,2,1,1,1,2,2,3,1,1,1,1,2,5,4,4,4,4,4,4,1,4,1,1,2,1,2,4,1,1,1,2,4,4,4,4,4,4,1,1,1,2,2,4,4,4,4,4,4,1,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,2,-99,-99,4,-99,4,4,4,4,4,3,-99,-99,-99,-99,-99,4,4,3,4,4,4,4,It would be great if we could develop momentum for a campus-wide Jupyter hub that would support python coding in a variety of classes..,Design a campus wide jupyter hub.  Thank you!,3,3,3,3,3,3,4,4,4,4,9,1,1,1,1,1,1,3,3,3,1,3,-99,3,42.5,Thanks for considering a Jupiter hub.
3/7/2024 19:14,3/7/2024 19:24,0,100,649,1,3/7/2024 19:25,email,EN,5,5,2,2,1,4,1,1,3,2,3,2,2,4,2,2,1,1,1,4,4,3,4,4,4,3,1,3,-99,2,-99,4,4,4,4,2,4,3,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,-99,3,4,4,4,4,4,4,2,2,3,3,1,3,4,2,2,4,-99,4,4,3,2,3,4,3,3,4,"The ticketing system is ok -- it's gotten faster in terms of response in the last year, which is great. It has also resolved some issues that were not obvious at first, which is also great.","More support for data analysis -- we lost staff across the board on this, and I don't know if or whether they will be replaced.",2,2,1,2,2,1,2,2,2,2,9,3,3,3,2,3,3,3,2,2,1,4,-99,3,47.5,"Thanks for your work -- things are improving a bit, but the computer labs in my building are too small for my class sizes and strangely laid out so it's hard to see the projector screen. We need support for data analysis in the social sciences, and the wireless could be better in my building. Students sometimes struggle to connect. I also feel weird not knowing where my ITS ticket requests are going, but I do usually get an answer, and recently it has been faster and more effective. Kudos."
3/7/2024 20:37,3/7/2024 20:51,0,100,868,1,3/7/2024 20:51,email,EN,2,3,2,1,1,2,1,2,5,1,4,2,2,1,1,1,1,1,1,5,2,4,4,4,4,4,1,1,1,1,1,4,4,2,4,1,4,2,4,4,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,4,4,-99,-99,-99,-99,2,4,3,3,3,-99,4,-99,3,3,2,2,3,-99,-99,-99,-99,-99,-99,4,3,1,4,4,2,4,"It’s complicated, but the main thing is the unpredictability.  Sometimes students at the help desk are great, and sometimes they aren’t.  It takes a lot of patience and a lot of time to get help.","Library services are mostly excellent.  Obviously there has been a lot of turnover among the Research and Instructional Librarians, and I am sorry that it has not been possible to keep good people.  So my only suggestion is to improve compensation fo",3,4,2,3,1,1,-99,-99,-99,-99,9,1,1,3,2,1,1,2,2,4,1,4,-99,3,62.5,-99
3/7/2024 20:49,3/7/2024 21:04,0,100,905,1,3/7/2024 21:04,email,EN,2,5,2,2,1,5,1,1,1,1,1,2,2,2,5,5,1,1,1,5,2,2,4,4,4,2,1,4,1,1,1,3,3,4,1,2,4,3,4,4,1,4,4,2,4,4,-99,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,-99,-99,-99,4,4,1,-99,4,4,4,3,3,2,2,3,2,2,4,-99,2,4,4,4,1,3,2,1,3,Get rid of DLNIQ. Their absurd fluff takes away valuable resources from important problems. THE main lesson of the pandemic is that students do NOT want more on-line teaching and learning. They want faculty in-person and the tech help to support it.,Send ALL of DLNIQ to MIIS for the online nonsense and put them on MIIS budget and give The College proper ITS support.,3,3,2,3,1,2,4,1,2,1,9,1,1,1,3,2,1,4,2,3,1,4,-99,3,47.5,-99
3/7/2024 21:46,3/7/2024 22:00,0,100,885,1,3/7/2024 22:00,email,EN,5,2,1,2,1,4,1,1,2,1,2,2,2,1,1,1,1,5,5,5,4,2,4,2,3,3,2,4,2,2,2,1,2,1,3,1,3,4,4,4,4,4,4,1,1,2,2,4,4,4,4,4,4,4,1,1,4,4,4,4,-99,4,-99,4,4,-99,4,-99,-99,-99,4,-99,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,3,4,2,4,-99,-99,-99,I am a PC user. I would like to have an app or some way to project my computer wirelessly in the classrooms. I am wondering if there are any apps available to connect my PC to Apple TV.,I would like to have more film collections in my field on Kanopy.,2,2,2,2,1,2,-99,4,4,4,5,2,1,3,1,2,1,4,4,3,1,1,-99,1,52.5,-99
3/7/2024 22:09,3/7/2024 22:33,0,100,1426,1,3/7/2024 22:33,email,EN,1,5,1,1,1,4,2,1,2,1,2,2,2,1,1,1,1,1,1,5,2,2,4,3,4,2,2,4,2,2,1,3,2,-99,3,-99,4,4,4,4,4,4,4,-99,1,1,1,-99,-99,4,4,4,4,3,3,3,-99,-99,4,4,4,-99,-99,4,4,-99,-99,4,4,-99,4,-99,4,-99,4,4,4,4,3,-99,-99,-99,-99,-99,-99,4,3,3,4,-99,3,3,-99,-99,3,3,1,3,2,2,-99,-99,-99,-99,2,2,1,2,1,1,1,3,3,2,1,4,-99,3,57.5,-99
3/7/2024 22:34,3/7/2024 22:47,0,100,785,1,3/7/2024 22:47,email,EN,5,5,2,2,2,5,2,2,4,3,4,3,3,2,3,3,1,2,2,5,4,4,4,4,3,4,3,4,2,3,3,4,4,4,3,2,4,4,4,3,3,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,2,3,4,3,2,3,3,4,2,3,3,3,2,3,3,3,3,-99,4,4,4,2,2,3,2,2,2,Increase staff for research computing and scientific software. It feels like everything falls on Brian Foley. Have a full time IT person in places of high need with lots of users such as Bihall and potentially the arts center or other locations.,"Ease of access to larger collections of journals online. In particular, I struggle with JOVE, and I really need that for teaching. ",3,3,2,2,2,2,4,3,3,4,2,2,2,3,3,4,3,4,4,1,1,3,-99,3,42.5,-99
3/7/2024 22:51,3/7/2024 23:04,0,100,814,1,3/7/2024 23:04,email,EN,5,4,2,1,1,5,1,1,4,1,3,2,2,1,1,1,1,1,2,1,4,2,4,3,3,2,1,4,1,1,2,1,3,1,4,2,4,4,4,3,2,4,4,1,1,1,1,1,3,4,4,4,4,4,2,2,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,-99,4,4,3,4,4,4,3,4,4,-99,-99,-99,4,-99,4,4,3,3,3,4,3,3,"I’d like the ticketing interface to be a little more recipient friendly. The emails from the Helpdesk can be hard to read, within the formatting. ",-99,2,2,2,2,1,1,3,3,3,-99,9,3,3,4,4,4,4,2,2,1,1,2,-99,2,52.5,-99
3/8/2024 6:04,3/8/2024 6:12,0,100,481,1,3/8/2024 6:12,email,EN,4,4,2,1,1,5,3,1,3,5,5,2,2,2,1,3,1,1,1,1,3,1,4,3,3,2,1,4,4,3,1,4,3,4,3,4,4,3,2,2,2,3,3,4,1,3,1,2,2,4,4,4,3,3,3,4,2,3,4,4,3,3,1,3,3,3,-99,3,4,4,3,3,1,3,3,3,3,3,3,3,-99,3,3,3,3,3,3,3,3,3,2,2,-99,"Restore/expand online journal access.  It's astonishing, for example, that some of the most important journals in a particular field are not available, or available with a lag.",3,3,2,3,2,2,3,2,3,3,2,1,2,4,2,2,2,3,2,2,1,4,-99,3,-99,-99
3/7/2024 11:27,3/8/2024 9:12,0,100,78329,1,3/8/2024 9:12,email,EN,5,5,1,1,1,5,1,1,3,1,5,2,2,1,1,1,1,1,2,5,4,4,4,4,3,3,1,4,1,1,2,4,4,3,2,1,4,4,4,4,2,4,3,1,1,2,1,2,2,4,4,4,4,3,3,3,4,4,3,-99,-99,-99,-99,4,-99,-99,3,3,3,3,3,3,3,3,3,3,3,3,3,-99,-99,-99,-99,1,3,3,3,3,4,3,3,3,"The existing laptops available to borrow are very frustrating-you must install programs.   It would be very helpful to have a pool of STEM laptops available for faculty and students which have standard tools like word, excel, R, GIS, etc.","Eliminate the stacks in the science library to create more useful teaching spaces. Most are empty, and the existing contents are largely outdated or available online.  ",2,2,2,2,3,2,-99,-99,-99,-99,9,1,2,1,3,3,3,1,1,2,1,2,-99,2,37.5,-99
3/7/2024 15:51,3/8/2024 12:23,0,100,73919,1,3/8/2024 12:23,email,EN,5,5,2,3,2,5,1,2,5,2,5,2,2,1,1,1,2,2,2,5,4,4,4,4,4,4,4,4,1,1,3,1,4,-99,4,2,4,4,4,4,4,4,4,2,1,1,3,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,-99,-99,4,-99,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,I wish there were more actual people I could meet with in person instead of always over zoom. It takes a while to get an answer back when I make a request and often take a while to schedule an appointment or get an answer.,"Again, more access to actual human beings in person would be welcome.",3,3,1,4,1,2,4,4,4,3,9,4,2,1,4,4,2,2,2,1,1,4,-99,3,67.5,Bring back humans!
3/8/2024 12:47,3/8/2024 13:03,0,100,969,1,3/8/2024 13:03,email,EN,5,5,1,1,1,5,1,1,2,1,1,2,2,1,1,1,1,1,2,3,3,2,3,2,4,1,1,4,1,1,1,-99,-99,-99,2,1,1,1,3,1,3,4,4,1,1,1,1,1,3,4,4,2,1,1,1,1,4,-99,4,4,4,-99,-99,4,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,4,-99,4,4,4,-99,-99,-99,-99,-99,4,4,3,4,-99,-99,-99,-99,Nothing.,Nothing.,2,2,-99,3,2,3,-99,-99,-99,-99,9,1,1,1,1,1,1,3,4,2,1,1,-99,1,-99,-99
